material_id,spacegroup.number,delta_volume,density,full_formula,e_above_hull,structure.lattice.volume,band_gap.optimize_structure_gap,efermi,final_energy,encut,total_magnetization
mp-765526,123,-0.239362425,3.59680171,Li3Ni1O1F3,0.056384215,70.40991021,,3.04605661,-38.33462418,520,2.0002328
mp-765527,166,1.135681509,4.192950915,Li2Ni4O2F6,0.094511018,156.2916291,,1.97384676,-63.24255873,520,4.0000049
mp-765528,5,1.534844372,3.040942508,Li4V2O2F6,0.08301268,150.5140928,,1.30566941,-80.91828207,520,2.0000132
mp-765530,55,3.661890771,2.961052232,Li4V2F8,0.033485886,157.9386617,,1.83400352,-76.78923667,520,3.00046975
mp-765533,5,5.297962683,3.898037536,Na1V3O6,0.102229642,115.7896053,,2.94877521,-72.57696591,520,3.9999981
mp-765535,12,0.81754882,3.417328731,K2Li2Co2O4,0.002841724,133.1134348,,1.83597272,-49.69343149,520,3.00005225
mp-765536,129,0.768197414,5.28409202,Li2Ni4O4F2,0.053428806,110.1926353,,4.5320119,-57.59881413,520,4.00033825
mp-765545,148,3.811238263,3.22650196,Li2V2F6,0.04519479,118.2450369,,1.94621304,-57.42552481,520,3.00005685
mp-765550,1,0.406458813,3.0894752,Li4V2O6F2,0.08351692,141.7020131,,0.54534614,-86.62334182,520,3.49E-05
mp-765558,71,-1.144297506,3.138128449,Li6Ni1O1F6,0.09180684,121.8785868,,2.05583131,-66.57125168,520,2.0013307
mp-765682,8,7.394000111,3.722216912,Li3V3Cr1O8,0.102663141,157.7637863,,3.74410739,-105.1795419,520,7.999967
mp-765689,2,2.966120677,3.824779795,Li4Co3O2F6,0.078967612,152.1934982,,1.16471148,-77.08159482,520,8.9999127
mp-765690,31,4.70918767,4.658531849,Ni6O2F10,0.069604144,204.6540159,,0.96498127,-76.97685758,520,7.00094555
mp-765693,1,4.537119453,4.180873788,Mn6O5F7,0.056725471,215.5128162,,1.54039618,-119.9056232,520,25.0018049
mp-765718,160,4.873388868,4.130316728,Li2Co4O2F6,0.049217084,159.0473391,,1.22317569,-73.44272284,520,6.00089285
mp-765736,12,2.280051045,6.002463534,Na1Ni5O6,0.041433144,114.1022492,,4.92135156,-56.63139849,520,8.9993963
mp-765756,123,2.602694891,5.773644246,Mn1Ni1O2,0.123779055,41.88424103,,6.01914948,-25.124545,520,7.0004264
mp-765772,1,4.817630402,2.705198096,V3O1F11,0.049803649,231.9098812,,,-85.18591414,520,2.0000003
mp-765777,1,5.48833684,3.954640595,V3O5F1,0.072619292,105.7382511,,2.42551306,-67.62846951,520,4.0000029
mp-765781,15,1.715700446,3.035411343,Li2V2F10,0.068258626,167.261747,,-1.28969363,-75.46053286,520,1.0001213
mp-765784,10,1.995915231,4.28340447,Li2Cr1Co1O4,0.06793652,73.19517535,,2.87159644,-49.82221107,520,6.9995522
mp-765788,12,2.02679323,2.624583705,Li5V1O3F2,0.080708173,108.5952876,,2.17940515,-60.49105194,520,1.9999931
mp-765789,129,0.735482625,3.928308102,Li4Ni2O2F4,0.038638706,107.0064202,,3.06459005,-57.72716497,520,1.999485
mp-765791,6,4.5729063,3.422410301,Li2V3O4F4,0.072297742,148.8084364,,1.31972527,-85.12499778,520,5.0003162
mp-765792,160,0.753065577,3.795593472,Li3Ni3O1F7,0.038331826,151.3244805,,1.04150096,-64.03669938,520,5.9999711
mp-765798,10,1.962475144,4.63706161,Li2Co1Ni1O4,0.024742937,70.01107526,,3.26484961,-42.06543947,520,4.999947
mp-765804,225,2.020989723,2.742041782,Li6V1F8,0.05636365,148.1107555,,1.83373946,-76.5446975,520,2.9999978
mp-765806,148,-1.281506547,5.921828213,Zn2Co2O6,0.067965821,96.65189322,,,-51.84904069,520,0.98326225
mp-765808,164,1.502593158,4.240951096,Li2Ni4O2F6,0.100912748,154.52268,,1.82037833,-63.15293451,520,3.99998255
mp-765809,12,1.811909594,3.052647307,Li3Mn1P2O8,0.0600422,144.534051,,2.10440134,-93.92627597,520,3.9997036
mp-765817,43,0.237649436,3.706777571,Li2Ni2P2O8,0.072070244,143.8943302,,2.61773905,-86.81387541,520,2.00004405
mp-765828,74,7.482220741,4.061546608,Li2Mn2Fe2O8,0,148.5916155,,2.34043365,-92.34691236,520,8.00009395
mp-765835,160,6.323131663,4.098979458,Li1V5O7F1,0.056297792,159.0636265,,4.17628983,-105.0816183,520,11.0000049
mp-765836,65,1.520697154,3.203869553,Li3V1O2F2,0.079570828,73.47308843,,2.89126082,-46.47854703,520,2.0000009
mp-765838,64,8.24210914,4.317431359,Fe2Co4O12,0.112371365,207.4660961,,0.89108667,-104.2577883,520,6.0001025
mp-765842,40,0.764396284,3.405377648,Li2Mn2P2O8,0.081510756,152.9676008,,2.83899894,-99.41029065,520,4.99975255
mp-765845,11,2.837878957,3.194215377,Li2V2F6,0.079337099,119.4402375,,1.97052175,-57.08410172,520,2.99987605
mp-765846,9,3.751814102,2.747545587,Li2Mn2P2O8,0.085858004,189.591922,,1.05839129,-99.34942918,520,4.99996685
mp-765847,166,-0.255755794,5.003739996,Co3Sb1O8,0.087008294,141.5562907,,2.83353886,-69.47381121,520,4.0034574
mp-765848,166,5.254496768,4.835847545,Co3Te1O8,0.076583059,148.4762318,,1.94825139,-67.51507302,520,10.9953211
mp-765849,21,0.604376331,2.523415572,Li1Fe1Si2O6,0.010524567,141.4505468,,0.20790481,-71.98797714,520,4.9999724
mp-765851,194,5.039605809,2.179049466,Li2V2F6,0.092081728,175.0845262,,0.16379545,-56.95665543,520,3.00000325
mp-765855,12,3.925224222,2.968033649,Li4V2O2F6,0.06462792,154.2114265,,1.30410346,-81.17566871,520,2.00000065
mp-765860,74,12.44341166,5.304951878,Fe4Co2O8,0.244391317,146.8804991,,3.63474269,-88.19178501,520,12.99948235
mp-765864,166,0.438802249,4.248331689,Ti1Co3O8,0.096018865,137.8443833,,0.74151999,-77.1151451,520,3.0322438
mp-765865,166,4.670703885,4.287942308,Cr1Co3O8,0.077326153,138.1700478,,,-72.7326133,520,5.0000445
mp-765871,63,2.330376832,3.393263186,Li2Mn2P2O8,0.077174041,153.5137182,,2.57378852,-99.47100466,520,4.99988705
mp-765876,166,0.18953519,4.623458207,Mn1Co3O8,0.063541238,129.1999152,,1.05463567,-71.9613624,520,5.9973268
mp-765879,160,4.964164199,4.681143504,Li1Ni5O3F5,0.074470018,157.2863654,,2.591622,-63.51550076,520,10.0000293
mp-765885,64,1.753422825,4.36034701,Mn2Co4O12,0.026774459,204.7333754,,0.676402,-110.7342574,520,5.00338585
mp-765886,74,-1.099870703,5.426629971,Co2Sb2O8,0.092878885,149.749889,,3.66073633,-71.45824107,520,3.9923719
mp-765889,227,0.385790047,5.769612894,Ga4Co2O8,0,151.0281259,,2.97301449,-85.1696469,520,2.9988019
mp-765890,173,4.135793137,2.26636823,Li2Mn2P2O8,0.052183766,229.8445777,,-0.45212325,-99.82086851,520,5.0011614
mp-765891,123,2.734646587,5.906893309,Li1Ni5O5F1,0.062301975,112.2798244,,5.15500066,-57.51690128,520,9.9992314
mp-765892,10,1.749846721,4.342674997,Mn1Co1O4,0.027921442,68.01295354,,0.78386707,-38.32481171,520,3.9997302
mp-765894,65,1.527176762,2.658970722,Li5V1F8,0.046547393,148.4033184,,-0.43127404,-72.61675883,520,2.0000463
mp-765908,74,0.512392624,3.745564192,Li2Cr2Si2O8,0.053127104,133.9050274,,3.64372691,-102.0614998,520,2.99999845
mp-765909,10,-2.692481925,4.383679103,Li3Si1Ni3O8,0.055487262,133.7104137,,3.81682125,-81.89651572,520,2.9991499
mp-765913,63,2.170768285,3.469904678,Li2Fe2P2O8,0.075036717,150.9910403,,2.16715353,-94.61748193,520,4.00000195
mp-765919,53,3.477520096,2.958416684,V2F8,0.012956148,142.4956204,,-2.27262073,-56.25012503,520,1.0000355
mp-765921,14,1.710360969,3.456812439,Mn2F8,0.0565561,125.7905271,,-2.20557532,-49.80904331,520,2.9999536
mp-765922,166,7.310573583,4.356383654,Fe1Co3O8,0.0850979,137.4664148,,1.05586338,-69.23482007,520,6.9944879
mp-765926,15,2.097965883,2.844687178,V2F8,0.058183991,148.1925408,,-2.21298635,-55.7978466,520,0.99997905
mp-765936,166,-1.374361725,4.630337997,Co3Ni1O8,0.082985941,130.3547003,,0.95848992,-64.35353721,520,3.009612
mp-765939,12,-0.513252343,3.143952562,Mn2F6,0.091898557,118.2394044,,-2.192716,-44.99610335,520,4.0000058
mp-765966,225,0.334921307,2.464659167,Li1V1F6,0,115.7976308,,-4.240502,-41.74781597,520,3.38E-05
mp-765967,2,2.942793789,4.55725423,W2O2F8,0.058070304,201.0120407,,-3.63459413,-68.66797829,520,2.67E-05
mp-765978,26,-0.736081223,3.246529389,Li4Mn2O2F6,0.095581825,145.0710849,,0.52449389,-78.08106249,520,4.0001933
mp-765985,6,2.049387999,3.745078892,Li5Ti12O24,0.035190053,440.3304713,,5.09994708,-339.7044577,520,5.1912071
mp-765987,65,0.133311225,3.294198954,Li3Mn1O2F2,0.023489347,73.47297882,,1.18714621,-45.67901862,520,4.0000031
mp-766115,186,0.796217924,4.04685093,Li2Cr2O4,0.03630272,74.62721741,,2.92214626,-54.90404078,520,3.0000411
mp-766149,4,1.733771522,2.751322977,Li2V2O4F4,0.083416878,154.3596225,,-1.23129972,-73.00083598,520,0.0003957
mp-766154,85,2.61050487,2.401085304,V2F10,0.030961887,201.8489723,,-4.65409313,-62.55332475,520,5.89E-05
mp-766156,164,5.433751338,3.448802566,Li1V3O2F6,0.062966691,147.2156316,,1.07952895,-76.80441653,520,5.9999405
mp-766159,12,0.645683596,3.476476728,Li3Mn3O4F4,0.049420035,155.5363739,,0.88873032,-86.50463259,520,12.0000432
mp-766325,8,-0.08975532,3.730129989,Ba1Ca1I4,0.051769815,304.9510979,,0.3140759,-20.02790797,520,0.0001244
mp-766393,12,34.3221439,3.526545639,Li7Ti11O24,0.000737965,451.6144401,,4.53844001,-338.0115881,520,0.0210334
mp-766486,58,-1.197065713,3.336825521,Li2Cu2S4,0.068720556,133.9817036,,3.45930684,-32.69583174,520,0.0003448
mp-766543,6,-0.432917557,3.626939516,Li7Ti11O24,0.031703115,439.1137286,,4.87310777,-336.7110518,520,2.9981121
mp-766548,1,-0.032749017,3.582636589,Li4Ti11O24,0.039900499,434.8924294,,1.79863045,-325.5010571,520,0.0040974
mp-766656,1,4.426120879,3.352000227,Li3V3O5F3,0.084951831,153.8870317,,,-91.42893463,520,5
mp-766778,15,2.3189599,3.173745947,Mn4F10,0.067467801,214.3785254,,-1.07036289,-83.34972941,520,9.0014438
mp-766785,1,0.939047763,2.915111791,Li4Si2Ni1O7,0.032612688,145.0419246,,1.71286556,-87.89907223,520,2.000154
mp-766786,9,1.751509207,2.463124072,V2F10,0.037064119,196.7649972,,-4.42077704,-62.48009796,520,0.0006775
mp-766791,227,6.285803151,5.464235714,Zn2Co4O8,0.089801483,150.2887046,,2.29633777,-77.13249445,520,7.98142105
mp-766796,70,2.965445014,2.799594027,Cr4O2F4,0.078414196,187.4171142,,0.01808584,-68.70532972,520,7.9998901
mp-766797,1,3.979841,4.275780833,Li3Mn2Co2O8,0.085738908,146.2408235,,3.00446771,-92.66979308,520,13.0019938
mp-766801,3,0.611030122,2.595270924,Li4Mn1F8,0.045195626,150.161855,,-2.90748821,-64.51709906,520,2.9994433
mp-766802,71,0.471165981,2.705365398,Li5Mn1F8,0.044454081,148.3113881,,-1.31082897,-70.94847025,520,3.9999885
mp-766803,62,1.338499864,4.035817836,Cr4O4F4,0.10341711,143.1747203,,1.88712219,-83.73479883,520,2.9998919
mp-766805,12,0.455467315,3.097574602,Li4Mn2O2F6,0.032968396,152.0471986,,0.16242933,-78.9576505,520,3.99999075
mp-766807,12,1.869648894,3.902362304,Li4Mn3O6F1,0.041163844,130.8788964,,3.22369597,-88.57309049,520,12.0007584
mp-766823,12,57.5385653,3.540416374,Li7Ti11O24,0,449.8450934,,4.60324455,-338.0425826,520,0.0696081
mp-766834,8,0.867799712,3.748973015,Li7Ti16O32,0.036537619,587.522253,,5.1730626,-454.0605039,520,7.2604438
mp-766851,2,2.527153202,2.819753539,Li4V1P2O8,0.052207186,158.2056225,,3.4862097,-99.62956228,520,2.9996782
mp-766854,14,6.350862371,3.85755842,Cr6O4F4,0.084722165,194.5557569,,2.5271065,-99.84916184,520,11.9997862
mp-766862,162,0.950872506,3.102583115,Li2V1F6,0.016633009,95.70331646,,-0.68407458,-48.07661328,520,1.000003
mp-766864,156,0.362068194,2.09567243,Li1V1F6,0.054645652,136.1862131,,-4.93717618,-41.31065075,520,6.50E-06
mp-766865,8,3.092578329,3.915969983,Li2Mn4O6F2,0.08468275,155.8897617,,2.23228167,-93.78825962,520,8.0000116
mp-766906,65,4.058329379,3.206556653,Li2V2F8,0.008767971,138.6574671,,0.12987401,-68.6290568,520,2.00001645
mp-766908,8,1.621565665,2.603634902,Li5V1O3F2,0.088648882,109.4690435,,2.43599932,-60.40370414,520,1.9999556
mp-766909,8,-0.532683738,2.33198008,Li1V1F6,0.047944747,122.3859906,,-4.46038525,-41.36425799,520,5.10E-06
mp-766911,74,1.487403233,2.836329607,Li2V2F8,0.088299804,156.7564724,,-0.7487644,-67.6746748,520,1.99999845
mp-766916,44,0.776574483,2.18510947,Li2V1F7,0.105246297,150.3243149,,-2.64837796,-50.38563618,520,0.0715738
mp-766917,149,0.825274685,2.890111539,Li1V1F6,0.025486992,98.75109953,,-3.36951505,-41.54392003,520,2.30E-05
mp-766920,15,2.045166063,4.034225842,Mn4O4F6,0.082391793,163.7149615,,0.41032105,-87.33097053,520,7.00027205
mp-766932,160,4.48731977,4.28155463,Mn5O7F1,0.077984155,157.3388381,,2.45272785,-94.90849541,520,19.9995252
mp-766941,3,1.487842905,2.49110204,Li4V1F8,0.060131167,153.7770316,,-1.92463649,-66.82517156,520,0.9996346
mp-766949,21,1.640990814,2.274881711,Li3V1F8,0.096623485,163.3265034,,-2.8709267,-59.96890051,520,0.0001522
mp-766951,12,1.891124871,2.349241531,Li3V1F8,0.092520687,158.1567799,,-3.06844999,-60.01813409,520,2.45E-05
mp-766952,10,1.4646531,2.858790226,Li1V1F4,0.070186098,77.76244293,,-0.87283025,-33.94601964,520,1.9999944
mp-766953,119,2.983967792,2.854924426,Li1V1F4,0.032063981,77.86773961,,0.02791744,-34.17475234,520,1.999994
mp-766963,71,1.576068062,2.659764619,Li5V1F8,0.055021768,148.3590224,,-0.5442025,-72.49811758,520,2.0000022
mp-766964,21,0.420913498,2.624814067,Li2Fe2Si1O6,0.072179565,157.9388242,,-0.15727658,-72.11062667,520,9.9996175
mp-766965,5,0.81250177,3.12958692,Li4Mn2O2F6,0.063678907,150.4919189,,0.28066492,-78.52770335,520,3.99984455
mp-766975,8,2.069771536,3.367468471,Li3Mn3O3F5,0.067996639,162.0500832,,1.47476616,-85.19701589,520,12.999974
mp-767013,2,0.161365915,3.19269684,Fe2P2O8,0.004639405,156.8808249,,0.78751794,-85.20811556,520,4.99980945
mp-767016,35,-16.50044471,4.894410778,Nb1V1O4,0.032017789,70.51625813,,3.19954838,-51.39743518,520,1.9997504
mp-767033,74,2.991097319,3.732666872,Li2V2Si2O8,0.072572836,133.4293908,,4.76817013,-102.2562466,520,1.9999984
mp-767042,12,0.161559156,2.718664264,Li5Mn1O3F2,0.052571563,107.2783591,,0.65959769,-59.5523744,520,3.9999787
mp-767047,8,2.815287987,4.025884279,Li2Mn4O7F1,0.069417046,150.3966889,,2.40816835,-94.82315878,520,14.9999939
mp-767067,160,3.055178892,4.244635474,Li1Mn5O7F1,0.05287638,161.4227268,,2.74563496,-100.5588526,520,20.9999998
mp-767081,14,6.016914399,4.412917956,Fe6O4F4,0.048991505,178.7610144,,1.87028463,-86.14612205,520,11.9999389
mp-767097,173,3.784057627,2.197083014,Li2V2Si2O8,0.086178358,226.6857755,,0.59593388,-102.0657693,520,2.00088335
mp-767101,9,6.462065683,6.253636462,W2O4F2,0.014146432,124.7134675,,1.61094398,-55.49226245,520,1.00000105
mp-767107,164,0.94362363,3.565194289,Li4Mn2O4F2,0.060519285,111.613114,,2.84802234,-71.62706902,520,4.0003359
mp-767108,1,2.554983015,2.976368039,Li1Mn2P2O8,0.071066481,171.1437028,,0.92902907,-93.91536068,520,8.9990524
mp-767110,12,0.255740768,3.491749964,Li4Mn2O4F2,0.10134044,113.9607477,,,-71.13721516,520,3.9999998
mp-767120,64,10.70729901,3.902477128,Mn4Fe2O12,0.098235532,222.7262814,,0.72261342,-121.5555271,520,9.99970455
mp-767158,64,3.515664745,3.999921095,Mn4Cr2O12,0.073761628,214.1046539,,0.86804589,-128.6904115,520,7.9998295
mp-767168,8,5.278562173,3.629255862,Li3Ti1V3O8,0.069598681,159.915565,,3.3748906,-109.238772,520,5.9999876
mp-767174,8,0.136391979,2.796050651,Li3Mn1O1F4,0.075367993,99.62700853,,-0.63783264,-48.72157526,520,3.9999402
mp-767186,1,1.36871868,3.280821687,Li1Mn3O2F6,0.089372818,160.8215732,,-0.80614711,-72.35571163,520,11.9997823
mp-767193,156,5.531873137,4.039370878,Mn7O7F1,0.061612293,211.941016,,2.42599898,-114.1853537,520,33.9995818
mp-767194,8,21.21778464,3.453292603,Li4Ti11O24,0.074451651,451.1814402,,1.34107439,-324.1535622,520,0.0026848
mp-767195,160,2.564631632,3.740103689,Mn5O3F5,0.096419793,185.4426337,,1.22074644,-89.56891964,520,23.9999854
mp-767212,9,3.071868615,2.634453246,Mn2P2O8,0.09386561,188.9807103,,-0.25369695,-88.00062131,520,4.00030075
mp-767222,8,-2.582701935,3.629242956,Li1Fe2P2O8,0.021978744,141.1861156,,2.72883334,-90.19540128,520,9.0002745
mp-767226,5,2.756968008,2.74417328,Li1Mn2P2O8,0.060037087,185.6248112,,0.55547653,-94.0587428,520,9.0004593
mp-767239,8,4.003006753,3.838249789,Mn5O3F5,0.0954611,180.7007664,,1.78503535,-89.58138265,520,24.0001035
mp-767253,20,0.941755906,2.863159087,Li2Fe2Si2O8,0.025101004,179.6380703,,0.51420483,-96.34306946,520,4.99852345
mp-767254,5,0.918129126,2.891946424,Li1Co2P2O8,0.024828379,180.7277092,,0.5411643,-86.63100392,520,6.9991572
mp-767263,1,0.293677088,2.968104576,Li1Fe2P2O8,0.082647505,172.6349939,,0.64175035,-89.40670738,520,9.0000199
mp-767264,12,2.926137219,5.581836839,Li2Ni5O7,0.019196542,124.7507643,,4.39332505,-67.83785378,520,8.0005247
mp-767283,7,1.036228599,2.946881403,Li2Fe2Si2O8,0.061702536,174.5344664,,0.86724491,-95.83064802,520,4.99870105
mp-767301,5,0.755090838,2.930738665,Li3Co2Si2O8,0.099226101,182.9280508,,1.22295536,-96.86092883,520,7.0007912
mp-767329,12,2.124206442,3.935993269,Li3Ti1Cr3O8,0.043941171,148.7878853,,2.97294383,-109.1306375,520,9.0000023
mp-767330,14,3.676357893,4.066445274,Mn6O4F4,0.074081008,191.7698217,,2.31579455,-100.3760006,520,15.0001463
mp-767332,173,0.519583532,2.483119027,Li2Co2P2O8,0.056143395,215.1248683,,0.04469853,-92.25911794,520,3.000034
mp-767352,156,3.847308013,3.998529483,Mn5O5F1,0.059444995,155.1869449,,2.28678865,-83.03056914,520,24.0015433
mp-767362,74,-0.095362358,4.209004132,Li2Ni2P2O8,0.078686607,126.7245788,,4.23333396,-86.72124632,520,2.0000385
mp-767363,2,16.63723115,4.113117397,Li3Mn2Fe2O8,0.078870822,149.5307607,,3.30912019,-96.06181475,520,17.0005708
mp-767367,19,5.32741098,4.503543042,V4O4F4,0.038788917,126.7495984,,3.53306142,-85.9202942,520,1.999833225
mp-767409,123,-0.251792845,2.636319702,Li5Sb1S1,0.05033988,118.7494161,,3.28615796,-23.99570136,520,0.0002088
mp-767452,71,3.89710434,4.459865159,Mg3Mn4O7,0.041126881,150.6679355,,5.3804101,-98.17849617,520,19.9995689
mp-767458,183,3.153472439,7.858278812,Tl1W3O9,0,190.1581289,,3.87533353,-93.26202547,520,0.0384687
mp-767525,139,-0.197143145,2.381040083,Li6Sb1S2,0.055899487,158.6837676,,2.83992986,-33.06671695,520,0.0009164
mp-767588,59,-1.223224826,2.837080138,Li2Mn2F10,0.021454403,183.6328256,,-3.21285028,-70.61101636,520,3.00050175
mp-767644,12,0.61742485,2.979043898,Li1V1P2O8,0.080460394,138.1394413,,1.71521076,-84.23337397,520,5.32E-05
mp-767659,12,6.538915064,4.099090161,Li3Mn1Fe3O8,0.06925973,150.4098674,,2.67002531,-94.06314444,520,17.9996831
mp-767705,12,1.779986197,2.585506319,Li1Co1C2O6,0.082950434,119.3889617,,0.14297324,-68.31816396,520,4.0060396
mp-767769,2,9.235308143,2.544076727,Li2V2F10,0.007672541,199.5648161,,-2.43471129,-76.30873805,520,1.00000175
mp-767909,9,1.093589819,2.486092206,Li2Co2P2O8,0.05690459,214.8675951,,-0.07155503,-92.24846121,520,3.0001363
mp-767932,136,2.023558623,2.956858962,Li4V2F12,0,200.8398084,,-1.14242582,-96.45262073,520,1.0010963
mp-767942,166,4.336478733,4.228481683,Li3Fe3Co1O8,0.002625133,147.376235,,2.04380532,-90.5550504,520,15.9503328
mp-767967,166,4.407935108,4.007266584,Mg3Fe3O8,0.042327582,152.6770495,,2.63038078,-88.1031913,520,13.9984988
mp-767979,63,1.235543242,2.971181589,Li4Mn2O2F4,0.091917327,137.2795126,,1.74646545,-69.08319876,520,5.00009595
mp-767980,12,13.74876454,4.195719978,Li3Fe3Ni1O8,0.041314228,148.4320985,,2.26362163,-86.74447089,520,15.0001353
mp-767982,1,3.354823281,2.937592593,Li3Mn2Si2O8,0.090137365,177.9845536,,1.56695306,-104.4692748,520,8.9993668
mp-767989,12,2.26397161,4.395256656,Li2Fe1Ni3O8,0.068455034,141.2234886,,2.29677665,-71.28198839,520,5.9997891
mp-768006,2,0.937330015,3.370720925,Li4Mn3O2F6,0.091844245,166.790524,,1.61662939,-88.09003642,520,15.0000697
mp-768007,12,1.317633083,2.555473507,Li2Fe1C2O6,0.059866345,123.2956034,,0.75867788,-75.21974794,520,3.9999736
mp-768011,166,1.430802938,3.487913381,Li1Ti3V1O8,0.095794606,156.85947,,2.19924411,-107.3387865,520,2.0000018
mp-768014,26,2.622162326,3.662473264,Mn4O2F6,0.097524769,165.8245203,,0.65017178,-78.05076492,520,8.9997605
mp-768025,148,0.121986686,3.358761545,Li2Ni2P2O8,0.055684491,158.8038533,,1.76783345,-87.04327594,520,1.99984845
mp-768028,12,1.16216262,4.600461407,Li3Mn2Sn1O6,0.056313657,124.674299,,1.01401368,-75.47822748,520,9.0000025
mp-768029,148,0.077503087,3.149959583,Li1Fe1C2O6,0,96.3672195,,1.59345609,-71.24814781,520,4.9998443
mp-768030,14,-1.462557583,4.344165783,Fe4O4F4,0.073665869,138.8971128,,1.5946639,-72.00669261,520,4.9999064
mp-768031,14,3.457362727,4.241932544,Mn4O4F4,0.066863383,140.8244808,,1.88426481,-80.51379005,520,3.99982575
mp-768032,14,6.092489121,4.091337409,V4O4F4,0.036295227,139.5197255,,2.87331359,-85.95021848,520,1.999997925
mp-768033,2,3.413746746,3.413098327,Li2Ni2P2H2O10,0.057071901,172.8244906,,,-105.9140142,520,0.99999995
mp-768037,14,4.205848915,4.39874518,V4O4F4,0.018570704,129.769343,,3.87589526,-86.16291275,520,2.0000174
mp-768038,166,7.057656652,4.255983615,Li2Mn3Ga1O8,0.017315142,146.8639814,,2.93628826,-92.65482846,520,9.9992184
mp-768039,14,1.849406105,4.385449013,Cr4O4F4,0.073601783,131.7600748,,2.87693103,-84.09258275,520,3.0000332
mp-768060,65,3.153012447,4.079408495,V2O2F2,0.05645742,69.96385295,,3.31853492,-42.85413608,520,1.99999175
mp-768063,12,3.150500863,3.551187681,V2P2O7,0.031599639,128.976675,,4.58016461,-83.73245858,520,5.9999222
mp-768068,12,0.8907903,4.094139227,Li2Mn1Fe3O8,0.08613856,147.7765588,,2.14571699,-88.39611958,520,17.000858
mp-768069,12,0.881803011,4.314093291,Mn1Co3O8,0.023618065,138.4648796,,,-72.44044048,520,6.0000007
mp-768114,12,5.550065888,3.481445601,Li12Ti18O40,0.002996098,755.9345892,,4.43666893,-560.8714498,520,0.00335915
mp-768221,161,0.513852709,7.174372396,Y2Bi2O6,0.032355548,160.1128575,,3.49011156,-74.0070574,520,1.92E-05
mp-768229,2,-0.004835606,4.170545339,Li4Bi2S6,0.074397367,254.070979,,3.35851098,-48.96883495,520,0.0003313
mp-768231,194,0,4.05989039,Y2H2O4,0.080893945,99.72713336,,0.8178002,-59.91855765,520,3.23E-05
mp-768240,12,-2.906766544,4.813394454,Ba1Y2F8,0,161.150482,,-0.94388765,-74.6933152,520,6.31E-05
mp-768307,11,0.116131544,4.220515983,Ba2S2O6,0.04578092,171.0619818,,1.82751812,-63.63820338,520,0.000409
mp-768310,161,0.64909996,7.537042636,La2Bi2O6,0.034724637,174.4400252,,5.10547751,-70.54842858,520,1.60E-06
mp-768358,194,-0.263924035,5.201229501,Sc2In2O6,0.073927776,132.6662103,,3.72556202,-72.82200128,520,0.0001584
mp-768479,194,0.425601921,4.346887372,Y2Sc2O6,0.030606044,138.9433592,,2.14129691,-90.5506358,520,4.89E-05
mp-768537,12,-0.184879316,5.661732238,Cs6Tl2O6,0.010625124,381.9231863,,1.71485389,-54.52278642,520,5.16E-05
mp-768613,191,0.034047516,8.265770255,Zr1Mn6Sn6,0,227.6348245,,8.45803052,-88.85492314,520,13.1203336
mp-768680,5,1.742971046,2.131462028,Cr1P2S7,0.032714581,263.6331865,,1.56067445,-52.15691985,520,1.9979453
mp-768906,129,-0.654208131,4.664391378,Y2Br2O2,0.003110737,131.5854309,,0.90926276,-43.55003369,520,0.00010675
mp-768907,146,0.057103606,5.179924739,Sr3Te1O6,0.022119463,155.9443205,,2.43081258,-61.03997603,520,3.66E-05
mp-769002,9,0.205298734,6.376905372,Li4Bi2O6,0.02954499,141.0635957,,3.90315914,-63.04661915,520,3.40E-06
mp-769365,31,0.222903786,4.674876532,Zn2Se2O8,0.049001603,148.0256736,,0.92936601,-59.2230085,520,0.00013465
mp-769466,12,-2.09903167,4.51841547,Y2Ge2O7,0.004920568,159.8967125,,0.67552664,-85.41021942,520,4.00E-07
mp-769557,74,6.166849102,4.127482716,Li2Mn2Nb2O8,0.082663412,176.0384134,,2.51167437,-109.1477088,520,4.99994925
mp-769558,148,3.502571485,3.037967389,Li1Mn1C2O6,0.012795455,99.42398114,,1.67029495,-73.02850107,520,3.9998099
mp-769630,166,0.965879889,3.105699715,Li2Mn3F8,0.088050238,176.8080241,,-0.39303943,-76.0803935,520,14.9997499
mp-769644,74,3.104297671,3.515219226,Li2Al2V2O8,0.034941002,140.6401971,,3.07491157,-99.41390821,520,0.9999952
mp-769645,148,8.722308558,3.172087581,Li1Co1C2O6,0.026876907,97.31159907,,1.18525965,-68.87889923,520,1.9503801
mp-769647,166,2.132041824,4.6221804,V2O2F2,0.0657961,61.74816025,,3.4949109,-42.798104,520,1.99991825
mp-769655,227,-0.981178902,3.832262959,Mg4Co2O8,0.062734526,148.6589987,,2.58254642,-81.426839,520,5.0007936
mp-769670,65,2.049284811,7.934536384,Cr1Ir1O4,0,64.50230676,,4.28695019,-43.73840345,520,2.1159495
mp-769687,5,0.218394415,3.458092898,Li4Ti1Cr1O6,0.018156504,107.3816011,,2.09446032,-79.87194204,520,1.9999074
mp-769702,12,20.34631351,3.935388456,Li1Mn4O8,0.030566791,149.6609315,,2.08284833,-90.73064993,520,13.0000276
mp-769726,166,6.78363562,4.050738484,Li3Fe4O8,0.026778303,152.5770286,,2.01519799,-91.73314647,520,17.0027006
mp-769767,31,0.316244205,2.383615505,Li4Cr2O8,0.020823685,180.9550825,,-1.59145235,-85.96423454,520,0.00057735
